Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Interleukin-18 Signaling	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	IL18
MECP2 Regulates Transcription of Neuronal Ligands	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	BDNF
Miro GTPase Cycle	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	TRAK2
NFE2L2 Regulating MDR Associated Enzymes	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	ABCG2
Nef Mediated CD8 Down-regulation	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	CD8B
Orexin and Neuropeptides FF and QRFP Bind to Their Respective Receptors	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	NPFF
POLB-Dependent Long Patch Base Excision Repair	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	LIG1
Regulation of NFE2L2 Gene Expression	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	MYC
Regulation of Gene Expression in Early Pancreatic Precursor Cells	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	NR5A2
Relaxin Receptors	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	INSL3
Role of ABL in ROBO-SLIT Signaling	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	CAP2
SHOC2 M1731 Mutant Abolishes MRAS Complex Function	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	MRAS
SMAC, XIAP-regulated Apoptotic Response	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	CYCS
Signaling by MRAS-complex Mutants	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	MRAS
Signaling by TGF-beta Receptor Complex in Cancer	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	TGFBR2
Synthesis of PG	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	PLD4
Synthesis of diphthamide-EEF2	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	DPH3
TRAIL Signaling	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	CASP10
Terminal Pathway of Complement	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	C6
Transport of Fatty Acids	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	LCN12
mRNA Editing C to U Conversion	1/8	0.8570281633837179	0.9999963891873126	0	0	0.5190200297963913	0.08007674483533996	APOBEC3B
Signaling by BRAF and RAF1 Fusions	11/65	0.8578481421582254	0.9999963891873126	0	0	0.7395793005549103	0.11339835229869033	APBB1IP;CNKSR1;MAP2K1;VWF;ITGB3;FN1;ARRB1;KSR2;TLN1;CALM1;QKI
TP53 Regulates Metabolic Genes	15/86	0.8578923114623144	0.9999963891873126	0	0	0.7669195830645346	0.11755090169757082	GPI;G6PD;TIGAR;GLS2;COX4I2;PTEN;COX6B2;COX7A1;PRDX6;RRAGC;AKT2;AKT3;CYCS;SFN;YWHAG
Apoptotic Cleavage of Cellular Proteins	6/38	0.8585481955588545	0.9999963891873126	0	0	0.6809164733178654	0.10384824705086727	TJP1;OCLN;PRKCQ;VIM;BMX;TJP2
Signaling by FGFR1 in Disease	6/38	0.8585481955588545	0.9999963891873126	0	0	0.6809164733178654	0.10384824705086727	FGF17;FGF9;FGF20;GAB2;SOS1;FGF2
Sphingolipid Metabolism	19/107	0.8613922638673938	0.9999963891873126	0	0	0.7836439799437239	0.11692382515701177	CERS3;CYB5B;ASAH1;GAL3ST1;SPHK1;GLB1L2;ALDH3A2;ACER2;SMPD3;UGT8;FA2H;STS;ACER3;B4GALT6;PLPP2;CERT1;PLPP1;ARSB;ABCG2
Inactivation of APC C via Direct Inhibition of the APC C Complex	3/21	0.8625283494103959	0.9999963891873126	0	0	0.6053790864827266	0.08952785541167131	CDC20;BUB1B;MAD2L1
Inhib of Proteolytic Activity of APC C Required for Onset of Anaphase by Mitotic Spindle Checkpoint	3/21	0.8625283494103959	0.9999963891873126	0	0	0.6053790864827266	0.08952785541167131	CDC20;BUB1B;MAD2L1
Neurotoxicity of Clostridium Toxins	3/21	0.8625283494103959	0.9999963891873126	0	0	0.6053790864827266	0.08952785541167131	SNAP25;SV2B;VAMP1
Cell Recruitment (Pro-Inflammatory Response)	4/27	0.864765910614247	0.9999963891873126	0	0	0.6316447527627652	0.09177572902129488	PYCARD;IL18;HMOX1;MEFV
Purinergic Signaling in Leishmaniasis Infection	4/27	0.864765910614247	0.9999963891873126	0	0	0.6316447527627652	0.09177572902129488	PYCARD;IL18;HMOX1;MEFV
Pyroptosis	4/27	0.864765910614247	0.9999963891873126	0	0	0.6316447527627652	0.09177572902129488	IL18;CHMP4C;CYCS;ELANE
Bile Acid and Bile Salt Metabolism	7/44	0.8663095999890812	0.9999963891873126	0	0	0.6869907735537812	0.09859205779856842	CYP39A1;AKR1C1;SLCO1A2;AKR1C3;AKR1C2;CYP46A1;SLC27A2
Uptake and Actions of Bacterial Toxins	7/44	0.8663095999890812	0.9999963891873126	0	0	0.6869907735537812	0.09859205779856842	GUCY2C;SNAP25;MAP2K1;SV2B;VAMP1;ANTXR2;CALM1
CTNNB1 S33 Mutants Aren'T Phosphorylated	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	PPP2R1B;PPP2R5A
CTNNB1 S37 Mutants Aren'T Phosphorylated	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	PPP2R1B;PPP2R5A
CTNNB1 S45 Mutants Aren'T Phosphorylated	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	PPP2R1B;PPP2R5A
CTNNB1 T41 Mutants Aren'T Phosphorylated	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	PPP2R1B;PPP2R5A
Degradation of Cysteine and Homocysteine	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	SUOX;CDO1
ERBB2 Regulates Cell Motility	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	NRG3;EGF
Fatty Acids	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	CYP2D6;CYP4B1
Mismatch Repair	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	LIG1;POLD1
Organic Cation Anion Zwitterion Transport	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	SLC22A3;SLC22A1
Processive Synthesis on the Lagging Strand	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	LIG1;POLD1
Regulation of Innate Immune Responses to Cytosolic DNA	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	ZBP1;RPS27A
Response of EIF2AK1 (HRI) to Heme Deficiency	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	CHAC1;ATF5
Signaling by CTNNB1 Phospho-Site Mutants	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	PPP2R1B;PPP2R5A
Signaling by GSK3beta Mutants	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	PPP2R1B;PPP2R5A
Zinc Transporters	2/15	0.8663341167057873	0.9999963891873126	0	0	0.5588602403623266	0.08018785412275058	SLC30A2;SLC39A4
Translocation of SLC2A4 (GLUT4) to the Plasma Membrane	12/71	0.8670334896051137	0.9999963891873126	0	0	0.7383750236280008	0.1053496323523059	TUBB6;MYO1C;TUBAL3;AKT2;RALGAPA2;SFN;LNPEP;SLC2A4;EXOC5;CALM1;YWHAG;RHOQ
RHOJ GTPase Cycle	9/55	0.8676334573060315	0.9999963891873126	0	0	0.7103804726380715	0.10086403754443773	ARHGAP21;DEPDC1B;CAV1;STOM;PAK3;CDC42BPA;IQGAP3;VAMP3;PAK4
FGFR2 Mutant Receptor Activation	5/33	0.869459740364356	0.9999963891873126	0	0	0.6485071412002519	0.09071528546553907	FGF17;FGF9;FGF20;FGF2;FGFR2
Immune System	444/2150	0.87226408542074	0.9999963891873126	0	0	0.9395364440525903	0.12839991665977335	CDA;CNTFR;IGHV3-23;C4BPB;SLA2;ABCA13;IGKV1-16;IGKV1-17;AKT2;PRKACG;MYC;AKT3;TRBC1;AP1S2;IGKV1-12;PSMD1;IGHV3-7;PRKACA;PRSS3;JUNB;CXADR;IGHV3-30;NUP210;UNC13D;RNF125;HECW2;PADI2;PRKCQ;OPTN;CFI;IL20RB;IGHV1-69;A1BG;MEFV;GNS;IL22RA2;CRACR2A;C6;CYB5R3;KLRK1;HMOX1;S100A12;ICOS;HLA-DQA1;ELANE;IGHV3-11;FN1;LNPEP;PRDX6;TREML1;IL22RA1;TNFSF4;TNFSF9;ARHGAP9;GPI;PIGR;CDKN1A;RPLP0;PYGL;EEA1;TRIM9;CASP10;TRIM2;OLR1;CTLA4;IKBKE;DUSP4;ANXA1;SERPINB2;ANXA2;SPHK1;COL2A1;ZEB1;IGLV3-16;IGLV3-12;TLR10;IGLV3-19;HLA-DQB1;VAMP3;ASAH1;IGLV3-25;IGLV3-27;IGLV3-21;RNASE7;CCL19;IL12RB1;RPS27A;RNF130;CCL22;CARD9;SPSB2;COL3A1;FABP5;SLCO4C1;SIGLEC8;CRLF1;FBXO27;HP;RORC;DEFB1;FGF2;TNF;IGHG3;PYCARD;IGHG4;STK10;IGHG1;TUBB6;IGHG2;GRAP2;CLEC5A;TNFRSF8;KPNA2;HLA-DOB;KPNA3;MAP2K1;LAG3;DGAT1;S100A1;BTN1A1;FBXW9;CD180;IGKV1D-39;IGKV1D-33;EDAR;ACLY;RAB31;ADAM8;IL6ST;CLEC4E;SLC27A2;DSC1;S100A8;BLK;COL17A1;IGHV4-59;TNFRSF11B;GPR84;TNFRSF11A;FBXO44;FBXO41;FOXO1;RAP1GAP;KLC3;IGLV1-40;SOCS1;IGLV1-47;IGLV2-14;CLEC7A;IGLV1-44;TNFRSF17;IGLV2-18;TNFRSF14;PI3;CD300LG;ATP8B4;ZBTB16;FANCA;IGKV1D-16;BTBD6;IGKV1D-12;PTPRB;IGLV1-51;IGLV2-23;LCN2;RNF182;EIF4G3;LAT;ITGB1;FCGR1BP;SNAP25;EIF4E3;ITGB2;IGHV1-2;PTEN;PTPN20;PIK3CD;IGHV4-39;FASLG;TREM2;TCIRG1;ITGAL;KBTBD13;FCGR3A;ITGAX;ITGB7;LBP;PGM1;PIANP;RNASET2;TNFRSF18;IGKV3D-20;LCK;PECAM1;SEC22B;SOS1;BIRC3;IGHV2-70;SEC23A;IGHV2-5;UNC93B1;NLRC3;NOD2;IL2RG;FBXL22;PTPRZ1;CCL5;CCL4;TIFA;TRIM46;IL21R;CCL3;FYN;FCGR1A;WASF3;TRIM45;IGHV3-53;ERAP2;FBXL15;PTPN11;GZMM;MYO1C;PTPN6;PDCD1;PTPN7;PTPN5;CALML5;ICAM5;IGLV8-61;IFIT3;C4B;CDC20;IGLV2-8;RPS6KA5;PPP2R1B;TRIM29;ANPEP;RPS6KA2;RPS6KA1;TBC1D10C;TNFSF11;IL12A;ICOSLG;HLA-H;RSAD2;FBXO2;TALDO1;CHIT1;IGKV2D-28;SLPI;TRIM17;IFI27;IL23A;BTK;IGKV4-1;IGHV7-81;CD226;CD101;IGLV10-54;IGKV2D-30;MAOA;STXBP2;MGST1;TWIST1;CD79A;SYNGR1;INPP5D;SLAMF7;ATP6V0A4;SLAMF6;CD14;APOB;ARSB;SPTBN2;IGKV2D-40;SIGLEC10;SH2D1B;PRG2;NBEAL2;PILRB;IFNLR1;BST1;FBXL8;BPIFB2;CD27;CYSTM1;FBXL5;CALM1;IGHM;ORM1;TNFRSF13B;IL26;SH3KBP1;HBB;CD3G;PRL;TNFRSF13C;CD3E;ORM2;CD3D;IGLV7-46;RAC2;CCR6;CD36;CCR5;CD34;CCR2;CD53;MME;SFTPD;IL18;NME2;ANO6;GAB2;KIF22;LAT2;CEACAM1;CEACAM6;IGHD;ALDOC;TLR6;TLR5;TLR4;TLR2;CSTB;CPN2;LILRA4;RELB;LILRA5;IGKC;CXCR1;CXCR2;LAIR2;PAK3;LAIR1;IL34;IGKV1-5;MIB2;CD40LG;KLHL5;CAPZA3;GSTA2;FCN2;TRAC;MPO;CCND1;KIF5B;ENPP4;SH3GL2;ZBP1;CD93;CD300A;HGF;CYBA;ATAD3B;MUC3A;CD8B;CD8A;ELMO1;MASP2;MASP1;CARD11;KLRB1;DAPP1;PLD4;AGER;SDCBP;IGLV6-57;IGKV3-15;KLRC1;IGKV3-11;BTNL9;RAP1GAP2;HSPA8;MGAM;MUC16;KLRC2;IDH1;MSN;BTNL2;KLHL20;ISG20;IL6;KIF18A;SELL;IL7;IL7R;NFKBIE;MUC20;IGKV3-20;CXCL8;SLC2A5;CXCL2;GHR;HEBP2;IGKV2-28;IGLC3;IGLC2;MMP3;PPP2R5A;IRAK3;MMP9;IGLV4-69;FGR;IGLV5-37;ZAP70;MYH2;OAS2;IRF4;CAT;IRF7;IRF8;IRF5;LTB;IGKV2-30;ATP6V1B1;COLEC11;CLEC12A;TUBAL3;IGLV3-1;CBL;SAMHD1;USP18;IL1RL1;IL1RL2;IGLV5-45;IGKV1-39;S1PR1;STOM;IGKV1-33;MUC4;GBP4;MUC6;KLRG1;IGLC7;NOS3;IGKV5-2;PLA2G2A;MUC5B;S100B;MAPK10;S100P;ASB5;VIM
Signaling by ALK Fusions and Activated Point Mutants	16/93	0.8778535491773292	0.9999963891873126	0	0	0.7541890667472063	0.09825235756981868	ALK;CDKN1A;BCL11A;RPS6;FN1;TWIST1;MSN;FOXM1;EEF1G;ZAP70;IRF4;KIF5B;PTPN6;ICOS;RPS27A;JUNB
Signaling by ALK in Cancer	16/93	0.8778535491773292	0.9999963891873126	0	0	0.7541890667472063	0.09825235756981868	ALK;CDKN1A;BCL11A;RPS6;FN1;TWIST1;MSN;FOXM1;EEF1G;ZAP70;IRF4;KIF5B;PTPN6;ICOS;RPS27A;JUNB
RAC2 GTPase Cycle	15/88	0.8804258152521917	0.9999963891873126	0	0	0.7458125380207852	0.09497893404081242	ITGB1;GARRE1;CAV1;MCAM;MCF2;CYBA;DEF6;ARHGAP21;ARHGAP42;DEPDC1B;RAC2;NHS;SLITRK5;VAMP3;PAK4
TAK1-dependent IKK and NF-kappa-B Activation	7/45	0.8812802950672864	0.9999963891873126	0	0	0.668869318806415	0.08453140222545252	TIFA;S100A12;NOD2;RPS27A;S100B;AGER;USP18
E2F Mediated Regulation of DNA Replication	3/22	0.8833474011333945	0.9999963891873126	0	0	0.573480420271639	0.07113263202678592	ORC6;PPP2R1B;E2F1
Insertion of Tail-Anchored Proteins Into the Endoplasmic Reticulum Membrane	3/22	0.8833474011333945	0.9999963891873126	0	0	0.573480420271639	0.07113263202678592	ALDH3A2;CYB5A;HMOX1
JNK (c-Jun Kinases) Phosphorylation and Activation Mediated by Activated Human TAK1	3/22	0.8833474011333945	0.9999963891873126	0	0	0.573480420271639	0.07113263202678592	MAPK10;NOD2;RPS27A
Nef-mediates Down Modulation of Cell Surface Receptors by Recruiting Them to Clathrin Adapters	3/22	0.8833474011333945	0.9999963891873126	0	0	0.573480420271639	0.07113263202678592	CD8B;LCK;AP1S2
SHC1 Events in ERBB2 Signaling	3/22	0.8833474011333945	0.9999963891873126	0	0	0.573480420271639	0.07113263202678592	NRG3;EGF;SOS1
Signaling by ERBB2 TMD JMD Mutants	3/22	0.8833474011333945	0.9999963891873126	0	0	0.573480420271639	0.07113263202678592	NRG3;EGF;SOS1
The Canonical Retinoid Cycle in Rods (Twilight Vision)	3/22	0.8833474011333945	0.9999963891873126	0	0	0.573480420271639	0.07113263202678592	RDH10;RDH16;LRAT
RAF Activation	5/34	0.8860748184295446	0.9999963891873126	0	0	0.626104832065526	0.0757298129589679	MAP2K1;MRAS;PPP2R1B;PPP2R5A;CALM1
Gap Junction Trafficking and Regulation	8/51	0.8874277376890259	0.9999963891873126	0	0	0.6754766686100494	0.08067095137321312	GJC1;TJP1;TUBB6;GJB1;TUBAL3;GJB3;GJA5;GJA4
Atorvastatin ADME	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	CYP3A4
Autointegration Results in Viral DNA Circles	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	HMGA1
CD163 Mediating an Anti-Inflammatory Response	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	IL6
CREB3 Factors Activate Genes	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	CREB3L4
Calcineurin Activates NFAT	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	CALM1
Cell Redox Homeostasis	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	DLAT
Defective Factor IX Causes Hemophilia B	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	F8
Displacement of DNA Glycosylase by APEX1	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	NTHL1
Downregulation of ERBB4 Signaling	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	RPS27A
E2F-enabled Inhibition of Pre-Replication Complex Formation	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	ORC6
Formyl Peptide Receptors Bind Formyl Peptides and Many Other Ligands	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	ANXA1
Highly Calcium Permeable Nicotinic Acetylcholine Receptors	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	CHRNA1
Integration of Viral DNA Into Host Genomic DNA	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	HMGA1
Interleukin-1 Processing	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	IL18
Interleukin-9 Signaling	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	IL2RG
Opsins	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	OPN4
Synthesis of 5-Eicosatetraenoic Acids	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	LTC4S
Gamma-carboxylated Protein Precursors Transport From the Endoplasmic Reticulum to Golgi Apparatus	1/9	0.8878935046796372	0.9999963891873126	0	0	0.4541135573580533	0.05399567790030185	BGLAP
MITF-M-dependent Gene Expression	16/94	0.8879120784263247	0.9999963891873126	0	0	0.7444722719141323	0.08850476333496529	PMEL;CDKN1A;ASAH1;LIG1;TYRP1;MYRIP;SOX10;TRPM1;CEACAM1;GPR143;BCL7A;CCND1;IRF4;MLANA;AKT2;BCL7B
Signaling by TGF-beta Receptor Complex	16/94	0.8879120784263247	0.9999963891873126	0	0	0.7444722719141323	0.08850476333496529	ITGB1;CDKN2B;TGFB2;ITGB3;CGN;CBL;PRKCZ;TGFBR2;BAMBI;MYC;ITGB8;PMEPA1;RPS27A;JUNB;SKIL;FBN1
MAP3K8 (TPL2)-dependent MAPK1 3 Activation	2/16	0.8895696960794203	0.9999963891873126	0	0	0.5189085369892046	0.06072133859063811	MAP2K1;RPS27A
NRIF Signals Cell Death From the Nucleus	2/16	0.8895696960794203	0.9999963891873126	0	0	0.5189085369892046	0.06072133859063811	NGF;RPS27A
PI3K Events in ERBB2 Signaling	2/16	0.8895696960794203	0.9999963891873126	0	0	0.5189085369892046	0.06072133859063811	NRG3;EGF
Signaling by ERBB2 ECD Mutants	2/16	0.8895696960794203	0.9999963891873126	0	0	0.5189085369892046	0.06072133859063811	EGF;SOS1
Transcription of E2F Targets Under Neg Control by P107 (RBL1) and P130 (RBL2) in Complex With HDAC1	2/16	0.8895696960794203	0.9999963891873126	0	0	0.5189085369892046	0.06072133859063811	E2F1;MYBL2
VLDLR Internalisation and Degradation	2/16	0.8895696960794203	0.9999963891873126	0	0	0.5189085369892046	0.06072133859063811	VLDLR;RPS27A
p75NTR Signals via NF-kB	2/16	0.8895696960794203	0.9999963891873126	0	0	0.5189085369892046	0.06072133859063811	NGF;RPS27A
Toll Like Receptor 9 (TLR9) Cascade	19/110	0.8906555898182296	0.9999963891873126	0	0	0.7576637930373095	0.08773555008094072	DUSP4;MAP2K1;NOD2;S100B;AGER;USP18;EEA1;MAPK10;RPS6KA5;PPP2R1B;RPS6KA2;RPS6KA1;TIFA;IRF7;S100A12;IRF5;CD14;RPS27A;TLR4
MITF-M-regulated Melanocyte Development	24/136	0.8915428382452233	0.9999963891873126	0	0	0.7774597257355879	0.08925376891363693	PMEL;CDKN1A;ASAH1;LIG1;WNT3A;TYRP1;MYRIP;SOX10;TRPM1;CEACAM1;GPR143;MC1R;CCND1;BCL7A;IRF4;MLANA;AKT2;AKT3;RPS6KA1;ID1;BCL7B;ZIC1;KIT;SOX9
Ca2+ Pathway	10/63	0.8992779634954544	0.9999963891873126	0	0	0.6849153002830627	0.07271273180702437	GNAO1;GNG2;FZD4;MYC;GNG7;GNB3;PDE6B;CALM1;PLCB2;GNG11
Toll Like Receptor 3 (TLR3) Cascade	18/106	0.9012825062009752	0.9999963891873126	0	0	0.7422268285460468	0.07714447593038957	DUSP4;MAP2K1;NOD2;S100B;AGER;USP18;MAPK10;RPS6KA5;PPP2R1B;RPS6KA2;RPS6KA1;TIFA;IRF7;S100A12;RPS27A;IKBKE;OPTN;BIRC3
Azathioprine ADME	3/23	0.9013043185406487	0.9999963891873126	0	0	0.5447716206816601	0.05660848405043292	GSTA2;GSTA1;NME2
Nephrin Family Interactions	3/23	0.9013043185406487	0.9999963891873126	0	0	0.5447716206816601	0.05660848405043292	KIRREL3;FYN;SPTBN1
RHOBTB1 GTPase Cycle	3/23	0.9013043185406487	0.9999963891873126	0	0	0.5447716206816601	0.05660848405043292	ROCK2;VIM;RHOBTB1
Signaling by ERBB4	9/58	0.9047075453055673	0.9999963891873126	0	0	0.6667598546267822	0.06677169341659954	GABRB1;SPARC;NRG3;EGF;CSN2;SOS1;RPS27A;S100B;GABRG3
ER-Phagosome Pathway	13/80	0.9064012454033058	0.9999963891873126	0	0	0.7041980430175407	0.06920379178217013	HLA-H;S100A1;BTK;PSMD1;CD36;TLR6;CD14;SEC22B;RPS27A;TLR4;S100A8;TLR2;VAMP3
Late SARS-CoV-2 Infection Events	13/80	0.9064012454033058	0.9999963891873126	0	0	0.7041980430175407	0.06920379178217013	ANO9;TMPRSS2;ANO6;ANO4;ANO2;ANO3;MGAT4C;PARP10;ACE2;ANO1;ST6GALNAC3;RPS27A;ST3GAL1
Beta-catenin Phosphorylation Cascade	2/17	0.9090039789427495	0.9999963891873126	0	0	0.48428372739916553	0.04620348009074993	PPP2R1B;PPP2R5A
Regulation of MITF-M-dependent Genes Involved in Cell Cycle and Proliferation	2/17	0.9090039789427495	0.9999963891873126	0	0	0.48428372739916553	0.04620348009074993	CDKN1A;CCND1
Signaling by Activin	2/17	0.9090039789427495	0.9999963891873126	0	0	0.48428372739916553	0.04620348009074993	ACVR1C;INHA
Translation of Replicase and Assembly of the Replication Transcription Complex 9694676	2/17	0.9090039789427495	0.9999963891873126	0	0	0.48428372739916553	0.04620348009074993	UVRAG;CHMP4C
Toll Like Receptor 7 8 (TLR7 8) Cascade	18/107	0.9093501790113205	0.9999963891873126	0	0	0.7338401451419788	0.06973317707609275	DUSP4;MAP2K1;NOD2;S100B;AGER;USP18;MAPK10;RPS6KA5;PPP2R1B;RPS6KA2;RPS6KA1;TIFA;IRF7;S100A12;IRF5;CD14;RPS27A;TLR4
Activation of the AP-1 Family of Transcription Factors	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	MAPK10
Alpha-defensins	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	PRSS3
Chylomicron Assembly	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	APOB
Gamma-carboxylation of Protein Precursors	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	BGLAP
Glucocorticoid Biosynthesis	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	HSD11B2
Glycoprotein Hormones	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	INHA
HDL Remodeling	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	CETP
HuR (ELAVL1) Binds and Stabilizes mRNA	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	ENPP2
IRAK2 Mediated Activation of TAK1 Complex	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	RPS27A
InlA-mediated Entry of Listeria Monocytogenes Into Host Cells	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	RPS27A
MASTL Facilitates Mitotic Progression	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	PPP2R1B
MET Receptor Recycling	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	HGF
Nef Mediated CD4 Down-regulation	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	LCK
PI3K Events in ERBB4 Signaling	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	NRG3
Processing and Activation of SUMO	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	UBA2
Removal of Aminoterminal Propeptides From Gamma-Carboxylated Proteins	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	BGLAP
Signal Attenuation	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	SOS1
Zinc Influx Into Cells by the SLC39 Gene Family	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	SLC39A4
mRNA Editing	1/10	0.9120966298152758	0.9999963891873126	0	0	0.4036307454615682	0.0371377988067181	APOBEC3B
Interconversion of Nucleotide Di- and Triphosphates	4/30	0.9138749032416055	0.9999963891873126	0	0	0.5586556300842015	0.05031341109317334	NME2;NME3;GLRX;TYMS
Signaling by CSF3 (G-CSF)	4/30	0.9138749032416055	0.9999963891873126	0	0	0.5586556300842015	0.05031341109317334	SOCS1;PTPN11;GAB2;RPS27A
Phospholipid Metabolism	38/211	0.9140631749089349	0.9999963891873126	0	0	0.7964096452612777	0.07156185916209094	LPGAT1;CPNE7;GDPD1;PTEN;PLA2G3;PLD4;PIK3CD;PIK3C2G;PLB1;INPP5D;GPAT2;ENPP6;BCHE;CHKB;TMEM86B;PCYT1A;DGAT2;CHKA;PNPLA7;DGAT1;PLA2G4B;PLA2G2A;DDHD2;MBOAT1;PLA2G4A;PLAAT3;SYNJ2;PLAAT5;BMX;GPAM;GPD1;PNPLA3;PEMT;PLA2R1;LPIN1;MGLL;PLA1A;PNPLA2
